blockid,town,mpo,bikefacility_p,sidewalk_p,potential,crash_count,risk_ratio,cd_sum,job_mean,tcost_p,vmt_sum,hcost_p
250173741001,NEWTON,Boston Region,0.0385522719903177,0.688015913022597,NA,1,0.08333333333333333,137146,1033.4197862694407,0.18,67731667.69119518,0.09499253630071908
250173741003,NEWTON,Boston Region,0.201908559707829,0.687205254547469,NA,0,0.05,61219.00000000001,1013.9155951225486,0.18,35579751.08769773,0.09499253630071908
250173741002,NEWTON,Boston Region,0.0172886082545465,0.75505115708455,NA,2,0.08333333333333333,61858.99999999999,1072.9087007336984,0.18,92448450.11566152,0.09499253630071908
250173742001,NEWTON,Boston Region,0.0221717202764181,0.863112904351205,NA,1,0.125,38483,1156.2650106726505,0.17,77094510.9731228,0.09499253630071908
250173742002,NEWTON,Boston Region,0.148615202679853,0.786195188963089,NA,0,0.07142857142857142,108875.99999999997,1063.4186591460395,0.19,55086949.93948389,0.09499253630071908
250173742003,NEWTON,Boston Region,0.0773874010584879,0.80540315958534,NA,1,0.07142857142857142,80164.00000000001,1001.7460481265833,0.2,113245840.08015287,0.09499253630071908
250173743001,NEWTON,Boston Region,0.124934491014544,0.79473915944108,NA,0,0.041666666666666664,67716,1001.4705024229527,0.21,25961001.446466975,0.09499253630071908
250173748003,NEWTON,Boston Region,0.0208962740458876,0.489544805354412,NA,3,0.0625,125813.00000000003,867.2951557098229,0.2,284233172.45209676,0.09499253630071908
250173821001,"NATICK",Boston Region,0.072403548156874,0.210858641866389,NA,1,0.07692307692307693,233530,280.5518265478304,0.22,456135248.80657756,0.5204905773257553
250173822004,"NATICK",Boston Region,0.0368326966313137,0.636257487446402,NA,0,0.09375,179242,225.72632578301176,0.23,106715814.43135042,0.5204905773257553
250173822002,"NATICK",Boston Region,0,0.793035277755645,NA,0,0.05,72309.99999999999,236.12082448015616,0.21,22271355.303260535,0.5204905773257553
250173823001,"NATICK",Boston Region,0,0.79939875077995,NA,1,0.08333333333333333,24863,205.83158603278451,0.17,14564512.974760337,0.5204905773257553
250173823002,"NATICK",Boston Region,0.0648775469093661,0.442683365926588,NA,0,0.05555555555555555,392616.0000000001,161.18694217114606,0.22,85040196.93822722,0.5204905773257553
250173823003,"NATICK",Boston Region,0,0.17652573971457,NA,0,0.10416666666666667,453894.00000000006,142.27210440111529,0.24,106743279.15037912,0.5204905773257553
250173681012,WALTHAM,Boston Region,0.0181995537069823,0.392121018098508,NA,4,0.08333333333333333,90663,659.3193461072786,0.17,113112827.79959072,0.7225620473880334
250173681013,WALTHAM,Boston Region,0,0.267424395657926,NA,1,0,33042,555.4457369106924,0.21,8530093.186785152,0.7225620473880334
250173681011,WALTHAM,Boston Region,0,0.782078190881121,NA,6,0.08333333333333333,102334.00000000003,711.9249276325965,0.22,159788201.9713786,0.7225620473880334
250173686005,WALTHAM,Boston Region,0,1.00021379738968,NA,1,0.125,16789,821.4646545533943,0.16,10041488.906405011,0.7225620473880334
250173702022,WATERTOWN,Boston Region,0,0.950828086907908,NA,0,0.125,27265,1199.578061529991,0.17,18225511.38244607,0.1872489959839358
250173824001,"NATICK",Boston Region,0,0.756706667086612,NA,2,0.05,43617.99999999999,191.21196227495915,0.19,21086398.55030034,0.5204905773257553
250173733001,NEWTON,Boston Region,0.13101545436873,0.789539676763761,NA,2,0.0625,37181,1107.9671597671143,0.19,23046038.835524723,0.09499253630071908
250173733003,NEWTON,Boston Region,0,0.607154645373382,NA,0,0.1,48922,1301.6570667178419,0.18,578562418.288912,0.09499253630071908
250173734002,NEWTON,Boston Region,0.0187830241643196,0.728502507081844,NA,2,0.1,37003.00000000001,1207.1457978753463,0.18,159522518.3985077,0.09499253630071908
250173735003,NEWTON,Boston Region,0.00561839558172607,0.855403821985077,NA,0,0.041666666666666664,167742.99999999994,1359.6639711530531,0.18,44306461.615790315,0.09499253630071908
250173743003,NEWTON,Boston Region,0.187389206688994,0.67828264573275,NA,0,0.07142857142857142,82802,969.915407317542,0.19,41504339.09901259,0.09499253630071908
250173744001,NEWTON,Boston Region,0,0.693722725011961,NA,0,0.07142857142857142,69321,1059.3833237938986,0.18,363059694.72488904,0.09499253630071908
250173744002,NEWTON,Boston Region,0,0.704388721982282,NA,0,0.041666666666666664,81671,1006.2895193217902,0.22,31829423.755016666,0.09499253630071908
250173744003,NEWTON,Boston Region,0.110947108558732,0.821203109019404,NA,1,0.1,67379.99999999999,1022.2275638940179,0.2,41691243.6520839,0.09499253630071908
250173744004,NEWTON,Boston Region,0.024736094452241002,0.822298029382587,NA,1,0.07142857142857142,187061,922.5763086040206,0.17,70081553.81630717,0.09499253630071908
250173744005,NEWTON,Boston Region,0.0101458249488322,0.860235492764413,NA,1,0.07142857142857142,74526,1128.554054928524,0.19,446901844.343949,0.09499253630071908
250173745002,NEWTON,Boston Region,0.0629238845836242,0.753572513401218,NA,2,0.05,53791,994.4801574936648,0.18,31304994.254605312,0.09499253630071908
250173745003,NEWTON,Boston Region,0.0336516551871115,0.664372532289417,NA,0,0.08333333333333333,54487.00000000001,1089.1939967737146,0.19,31223190.64284779,0.09499253630071908
250214225013,WEYMOUTH,Boston Region,0.131722759211565,0.215210272054872,NA,3,0.08333333333333333,41883,252.66635371004563,0.22,30207406.39665696,0.8516553480475382
250214225023,WEYMOUTH,Boston Region,0,0.651775683946517,NA,2,0.14285714285714285,105457,275.1673731218826,0.21,55227032.41018332,0.8516553480475382
250214225024,WEYMOUTH,Boston Region,0,0.377646637046235,NA,2,0.0625,62375,293.0147591199743,0.17,41949409.51124501,0.8516553480475382
250250004013,BOSTON,Boston Region,0.0823783661429204,0.888952654319684,NA,0,0,10932,1590.0958363082782,0.2,10630971.716,0.4669892844797788
250250004014,BOSTON,Boston Region,0.0500575707226843,0.520360511782351,NA,0,0,15996,1578.1031656803177,0.16,8628146.877663385,0.4669892844797788
250250004021,BOSTON,Boston Region,0.17649073095272,0.91150192541026,NA,1,0.125,16119,1570.6907473279034,0.19,17139110.303834192,0.4669892844797788
250250004022,BOSTON,Boston Region,0.153198017936065,0.864384551660045,NA,0,0.125,36577,1505.2476980287415,0.2,18643797.665877774,0.4669892844797788
250250004023,BOSTON,Boston Region,0.139057735755837,0.677217776432603,NA,1,0.125,26793,1554.3428673882197,0.21,22536075.396774698,0.4669892844797788
250250005032,BOSTON,Boston Region,0,0.898538299209093,NA,0,0,4960,1512.0355632729065,0.17,12281234.998223102,0.4669892844797788
250250512003,BOSTON,Boston Region,0,0.653863595125009,NA,0,0,10585,1437.7878732574077,0.15,7318383.687348535,0.4669892844797788
250250601013,BOSTON,Boston Region,0,0.961362202125554,NA,0,0,10992,1561.658631474376,0.15,4822811.208452209,0.4669892844797788
250250603011,BOSTON,Boston Region,0,0.945222562229364,NA,0,0,16744,1599.4993752001315,0.16,7244417.353200203,0.4669892844797788
250250604003,BOSTON,Boston Region,0.222463322357212,0.950836075258574,NA,0,0.25,11166,1559.1414984136386,0.17,23488322.444033068,0.4669892844797788
250250604004,BOSTON,Boston Region,0.00343519456962893,0.932169630779038,NA,0,0.25,11330,1619.1866862345616,0.15,14648757.17237336,0.4669892844797788
250250604005,BOSTON,Boston Region,0,0.859400282764353,NA,0,0,16946,1639.5582711639422,0.16,6255149.436504296,0.4669892844797788
250251201051,BOSTON,Boston Region,0.0481851689860152,0.486835377346169,NA,0,0.041666666666666664,70607.99999999999,1365.0450223489665,0.22,40875197.49161362,0.4669892844797788
250251202012,BOSTON,Boston Region,0.240429197059974,0.784317472815051,NA,0,0.08333333333333333,26549,1483.12601660467,0.18,19714250.587559327,0.4669892844797788
250214226001,WEYMOUTH,Boston Region,0.0580978616464385,0.4313271979636,NA,0,0.125,49166,224.92749661085855,0.23,15542636.229157425,0.8516553480475382
250214226005,WEYMOUTH,Boston Region,0,0.570090575020241,NA,0,0.1,39945,277.60958396282604,0.22,19031961.81511181,0.8516553480475382
250214226006,WEYMOUTH,Boston Region,0,0.434063063768056,NA,2,0.125,126444.99999999997,271.35517257753537,0.2,51164536.6600055,0.8516553480475382
250214227003,WEYMOUTH,Boston Region,0,0.605157858814858,NA,3,0.08333333333333333,31217,380.37279506384505,0.2,39213875.51429421,0.8516553480475382
250214228002,WEYMOUTH,Boston Region,0,0.476772958666772,NA,0,0.1,64295.99999999999,281.10529690040954,0.21,44196826.64313908,0.8516553480475382
250214228003,WEYMOUTH,Boston Region,0,0.475949078470844,NA,1,0.0625,43500.99999999999,328.6890512042249,0.19,24157753.612151776,0.8516553480475382
250250005021,BOSTON,Boston Region,0.229290949463453,0.769749975739236,NA,0,0.25,21431,1594.8186497867787,0.18,23314708.0826936,0.4669892844797788
250250005022,BOSTON,Boston Region,0.072986273693121,0.412587425696225,NA,0,0.08333333333333333,77398.99999999999,1529.0192128220963,0.19,70872374.65921098,0.4669892844797788
250250005023,BOSTON,Boston Region,0.0788048102053517,1.00013980267974,NA,0,0.25,5422,1579.4937147170376,0.17,24262668.25840078,0.4669892844797788
250250005024,BOSTON,Boston Region,0.0462564628496865,0.654707626440629,NA,0,0.125,19658,1407.5242078478007,NA,24165795.152807992,0.4669892844797788
250250006014,BOSTON,Boston Region,0.0437459968296881,0.912005878437604,NA,0,0,5583,1609.7402368804098,0.19,12043813.143026905,0.4669892844797788
250250007014,BOSTON,Boston Region,0,0.612244448742599,NA,0,0.25,NA,1619.7840278608678,0.17,13193253.000573913,0.4669892844797788
250250608001,BOSTON,Boston Region,0,0.88875815360702,NA,0,0,5693,1666.3860220291176,0.18,7754449.180171847,0.4669892844797788
250250610001,BOSTON,Boston Region,0,0.999279872315501,NA,0,0,5673,1642.39688670667,0.17,4614110.933712933,0.4669892844797788
250251204001,BOSTON,Boston Region,0.276390130041707,0.704297278561753,NA,0,0.125,21184,1524.5704949440053,0.19,7974310.7125243405,0.4669892844797788
250251204002,BOSTON,Boston Region,0.16562998712126,0.925565069623869,NA,0,0,15246,1460.4095284224784,0.18,6112834.566532623,0.4669892844797788
250251204003,BOSTON,Boston Region,0.0659705143109629,0.817183722623176,NA,0,0.125,15059,1467.2667277511287,0.2,20689728.07843771,0.4669892844797788
250251206003,BOSTON,Boston Region,0,0.980150277051472,NA,0,0,10398,1558.1062027710668,0.2,9312252.980491037,0.4669892844797788
250251303004,BOSTON,Boston Region,0,0.955070772911695,NA,0,0.08333333333333333,19293,1026.7955655531962,0.2,20945969.934460785,0.4669892844797788
250251302001,BOSTON,Boston Region,0.0570194656439445,0.993580851019636,NA,0,0.08333333333333333,19750,1187.2278023913645,0.21,24502441.390775263,0.4669892844797788
250251302003,BOSTON,Boston Region,0,0.889764835956378,NA,2,0.05,44848,1108.8226500181058,0.21,26122576.39836832,0.4669892844797788
250251302004,BOSTON,Boston Region,0,0.909483020345727,NA,1,0,24723,1075.2074675825456,0.22,15355974.136694813,0.4669892844797788
250251303002,BOSTON,Boston Region,0.0167861592141194,0.898214452670882,NA,0,0.0625,38765,1078.2278683435209,0.2,30517202.950831715,0.4669892844797788
250214421011,FRANKLIN,Boston Region,0,0.372873470215597,NA,1,0.05555555555555555,74153.00000000001,120.75119625665302,0.24,30235536.709377203,0.1895943562610229
250251303003,BOSTON,Boston Region,0,0.825229925473786,NA,1,0.0625,39051,1053.2671963958526,0.21,27411949.16977276,0.4669892844797788
250251304041,BOSTON,Boston Region,0,0.715364331564983,NA,1,0.08333333333333333,124478.99999999999,860.3731050821691,0.2,50916645.856358655,0.4669892844797788
250251303005,BOSTON,Boston Region,0,0.904184477874824,NA,0,0,9797,977.5666898258693,0.22,19349411.897371944,0.4669892844797788
250251304062,BOSTON,Boston Region,0,0.591249559710673,NA,1,0,52518,852.3146153658842,0.17,24416135.161253873,0.4669892844797788
250251304042,BOSTON,Boston Region,0,0.396219454423568,NA,1,0.05,38914,845.3042548885348,0.2,25267145.126034122,0.4669892844797788
250251304024,BOSTON,Boston Region,0.13815745973733,0.62467797693478,NA,0,0.08333333333333333,80481.99999999999,1004.3290812478924,0.22,124889243.89785667,0.4669892844797788
250251401022,BOSTON,Boston Region,0.0163466036184281,0.56456983948296,NA,0,0.1,61705.00000000001,771.0423701717116,0.19,38143419.900241174,0.4669892844797788
250251401023,BOSTON,Boston Region,0.116553800651628,0.684197173046854,NA,0,0.0625,47471.999999999985,691.96684413087155,0.21,21162491.70884087,0.4669892844797788
250251802001,WINTHROP,Boston Region,0.0984402760701286,0.868415058583432,NA,1,0.16666666666666666,35320,1157.4056585526168,0.2,33651265.79839615,0.8238671411625149
250251802004,WINTHROP,Boston Region,0,0.927316523665702,NA,0,0.08333333333333333,49904.00000000001,1131.696056241657,0.19,37276818.974438496,0.8238671411625149
250250819002,BOSTON,Boston Region,0,0.945637201331945,NA,0,0,10755,1562.056940562302,0.15,2670864.7801729953,0.4669892844797788
250214421012,FRANKLIN,Boston Region,0,0.699939753615859,NA,0,0.038461538461538464,79686,123.76955673039932,0.23,39703831.656495504,0.1895943562610229
250250819003,BOSTON,Boston Region,0,0.906398966332919,NA,0,0,5385,1561.4392466344977,0.2,5974269.261919995,0.4669892844797788
250250819004,BOSTON,Boston Region,0.523183060028674,0.87429254074463,NA,1,0.25,10711,1497.1483391413017,0.16,45840903.300937906,0.4669892844797788
250250608003,BOSTON,Boston Region,0.0351399169987259,0.796835665247231,NA,0,0,5641,1679.2638743908578,0.17,7962573.215669466,0.4669892844797788
250251401024,BOSTON,Boston Region,0.0465190921552079,0.418096783069193,NA,1,0.03125,75214,772.7993199299632,0.22,48355731.30573314,0.4669892844797788
250251401072,BOSTON,Boston Region,0.139928548344724,0.772158745873733,NA,0,0,19019,901.6355602700405,0.21,7764254.638117623,0.4669892844797788
250251402011,BOSTON,Boston Region,0.282009127042073,0.475933058449088,NA,2,0.125,57522,790.2248745462283,0.18,48195532.32065363,0.4669892844797788
250251402012,BOSTON,Boston Region,0.0192030529331429,0.603188665128891,NA,0,0.05,81313,706.6134940635015,0.21,34525641.1503315,0.4669892844797788
250251804001,WINTHROP,Boston Region,0.024227212979265,0.649921937140453,NA,0,0.125,48040,945.3563582377677,0.18,69457290.64671758,0.8238671411625149
250251804002,WINTHROP,Boston Region,0,0.60614640656995,NA,0,0.125,19413,1021.9112481993291,0.18,18936531.472713564,0.8238671411625149
250251402024,BOSTON,Boston Region,0.0674658692336547,0.766717923550819,NA,1,0.0625,39185,953.2348759578942,0.2,17444322.565646876,0.4669892844797788
