blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
250010148002,"""Barnstable Town, MA""",1,862,483,362.64,52,64,62,35,44,41,17,20,20,5.64,7.51,1.68,2,2,14615,14451,15325,2,2,2,12885,12013,12639,10561,9716,10203,2282,2255,2392,42,42,45,15,15,16,6,5.3,1.66,1.33,6372,84,8493,81,3,348,592,2168,2311,1350,92,8
250010146003,"""Barnstable Town, MA""",1,585,263,424.41,58,71,68,38,47,45,20,23,23,7.84,4.86,1.88,2,2,18578,18243,19270,1,1,1,14716,13789,14434,11805,10931,11414,2900,2847,3007,11,11,12,4,4,4,3.7,3.9,0.82,0.62,5723,100,4136,82,8,158,1026,2347,2467,1861,87,13
250010143004,"""Barnstable Town, MA""",1,724,349,833.08,53,65,63,32,40,38,21,25,24,8.48,3.55,1.98,2,2,20636,20522,21607,1,1,1,15654,14697,15377,12415,11477,11986,3222,3203,3372,17,17,19,6,6,7,3.2,3.4,0.76,0.42,4777,84,4573,83,20,104,1028,1998,2075,,96,4
250010143005,"""Barnstable Town, MA""",1,800,425,1097.37,66,80,77,45,56,53,21,24,24,7.74,3,1.98,2,2,19398,19127,20290,1,1,1,15447,14459,15183,12407,11463,12004,3028,2985,3166,11,11,13,4,4,4,2.5,3.5,0.64,0.39,4557,100,4251,83,20,84,1531,2781,3000,,97,3
250010143003,"""Barnstable Town, MA""",1,965,340,747.29,55,68,65,34,42,40,22,25,25,9.95,4.53,2.02,2,2,21366,21050,22124,0,0,1,16005,15075,15680,12659,11780,12216,3336,3285,3453,10,10,11,4,4,4,3.4,3.8,0.81,0.45,4428,86,4564,82,17,91,1609,2089,2424,,92,8
250010140024,"""Barnstable Town, MA""",1,759,227,1083.13,53,65,62,30,38,36,23,27,27,10.78,2.26,2.14,2,2,23548,23326,24266,1,1,1,17096,16201,16716,13407,12547,12915,3676,3640,3787,14,14,15,5,5,5,2.5,3.7,0.71,0.21,4785,100,4666,83,20,74,1164,1867,2250,1274,69,31
250010140021,"""Barnstable Town, MA""",1,742,415,1652.1,76,93,89,57,71,67,19,22,22,5.83,1.47,1.84,2,2,15482,15410,16547,1,1,1,13968,12988,13760,11532,10564,11157,2417,2405,2582,18,19,20,6,7,7,2.9,3.7,0.84,0.25,5052,99,4802,83,15,100,1814,3534,3821,1732,96,4
250010140022,"""Barnstable Town, MA""",1,2116,985,1362.45,48,58,56,28,34,33,20,24,24,8.22,5.95,1.91,2,2,19817,19680,20692,1,1,1,15079,14173,14770,11968,11085,11522,3094,3071,3229,17,17,18,6,6,6,4.5,3.7,1.87,0.72,5661,76,5373,82,13,119,1041,1707,1776,1432,80,20
250010139003,"""Barnstable Town, MA""",1,1835,821,1041.55,49,60,58,30,37,35,20,23,23,8.1,6.39,1.86,2,2,19288,19140,20144,1,1,1,14678,13787,14363,11647,10780,11199,3011,2987,3144,19,19,21,7,7,7,5.7,3.9,1.27,0.79,6131,58,6023,82,14,138,954,1835,1975,1407,81,19
250010139004,"""Barnstable Town, MA""",1,910,501,1677.22,50,61,58,30,38,36,19,23,22,7.11,2.12,1.83,2,2,18286,18108,19140,1,1,1,14377,13461,14073,11500,10612,11062,2855,2826,2987,22,23,24,8,8,8,5.2,3.7,2.09,0.3,6109,62,6454,83,15,90,1273,1886,2276,851,80,20
250010139002,"""Barnstable Town, MA""",1,1292,544,785.66,45,55,53,24,31,29,21,24,24,8.5,5.89,1.96,2,2,19861,19720,20730,1,1,1,15388,14466,15103,12270,11371,11849,3101,3078,3235,18,18,19,6,6,7,3.7,3.8,1.28,0.69,5918,93,5250,82,11,133,1273,1517,1748,,90,10
250010138001,"""Barnstable Town, MA""",1,2933,1212,1723.88,49,60,57,28,35,33,21,25,24,8.88,6.24,1.97,2,2,20494,20254,21273,1,1,1,15596,14657,15255,12371,11470,11908,3200,3161,3320,26,26,27,9,9,10,3.7,3.5,1.82,0.7,5901,74,5413,83,23,87,1481,1733,1917,1178,77,23
250010135004,"""Barnstable Town, MA""",1,721,320,421.58,65,80,77,44,55,52,21,25,25,8.69,6.6,1.99,2,2,20642,20629,21693,1,1,1,15716,14771,15456,12476,11535,12052,3223,3219,3385,17,17,19,6,6,7,2.9,3.6,1.21,0.76,5700,100,4196,83,15,126,901,2730,2730,,100,0
250010134003,"""Barnstable Town, MA""",1,1506,543,1903.28,61,74,71,38,48,45,22,26,26,10.37,2.96,2.07,2,2,23066,23142,24233,1,1,1,16606,15673,16327,12991,12048,12530,3601,3611,3782,14,14,15,5,5,5,2.4,3.6,0.55,0.29,4486,90,4168,83,30,61,1464,2364,2395,,99,1
250010134002,"""Barnstable Town, MA""",1,690,298,823.77,63,77,75,42,52,50,21,25,25,8.84,3.2,2.02,2,2,20788,20814,21994,1,1,1,15913,14929,15672,12653,11666,12224,3245,3248,3432,14,14,16,5,5,6,2.2,3.2,0.72,0.36,4598,100,4614,83,27,83,1372,2596,2686,,97,3
250010133002,"""Barnstable Town, MA""",1,893,394,736.02,56,68,65,35,44,42,20,24,24,8.51,4.56,1.91,2,2,20249,20109,21211,1,1,1,15164,14235,14855,11989,11083,11530,3161,3138,3310,14,14,15,5,5,5,4.5,2.8,1.14,0.54,4492,68,5143,84,18,120,1122,2185,2704,956,79,21
250010132001,"""Barnstable Town, MA""",1,906,480,1452.17,43,52,51,23,29,28,20,23,23,6.89,2.28,1.91,2,2,17641,17388,18585,1,1,1,14737,13746,14488,11971,11021,11575,2754,2714,2900,12,12,13,4,4,5,2.8,3.4,0.72,0.33,4576,96,3946,83,19,79,1381,1446,1570,,97,3
250010132002,"""Barnstable Town, MA""",1,2673,971,1943.85,54,66,63,32,40,38,22,25,25,9.59,4.79,2.02,2,2,21442,21308,22345,1,1,1,16058,15115,15763,12691,11770,12254,3348,3325,3487,20,20,21,7,7,8,2.7,3.8,0.88,0.5,5867,97,4499,82,19,83,1142,1995,2186,,92,8
250010126021,"""Barnstable Town, MA""",1,1607,619,191.61,44,54,52,25,32,30,19,22,22,7.73,24.98,1.81,2,2,17998,17968,18793,1,1,1,14200,13356,13886,11366,10528,10927,2810,2804,2933,24,24,26,8,9,9,5.1,6.7,92.72,3.23,9116,77,14740,79,11,214,915,1562,1824,1220,68,32
250010125023,"""Barnstable Town, MA""",1,930,394,271,42,51,49,23,29,27,19,22,22,7.58,11.02,1.79,2,2,17784,17755,18571,1,1,2,14047,13208,13735,11240,10407,10804,2776,2771,2898,31,31,33,11,11,12,6.3,7.1,2.84,1.45,8397,60,14496,79,9,248,749,1424,1538,1118,83,17
250010121024,"""Barnstable Town, MA""",1,781,418,367.27,41,50,48,24,29,28,18,21,20,6.45,7.34,1.68,2,2,16654,16523,17436,1,1,2,13169,12324,12863,10540,9716,10111,2600,2579,2721,29,30,32,10,10,11,7.1,5.4,101.74,1.14,6315,44,9414,80,10,228,771,1459,1441,1493,76,24
250010121012,"""Barnstable Town, MA""",1,1128,394,996.08,49,60,58,28,35,33,21,25,24,9.32,3.69,1.99,2,2,20730,20441,21367,1,1,1,15726,14856,15374,12476,11653,12025,3236,3190,3335,13,13,15,5,5,5,4.4,5.4,1.11,0.4,6021,77,10061,80,13,123,777,1744,1816,1476,87,13
250010115004,"""Barnstable Town, MA""",1,959,364,1184.69,43,52,50,24,30,28,19,22,22,7.42,2.28,1.83,2,2,17611,17421,18461,1,1,1,14277,13336,14012,11506,10595,11108,2750,2719,2881,21,22,23,8,8,8,3.3,4.1,1.02,0.31,5200,96,5521,82,13,136,780,1469,1508,1361,83,17
250010115005,"""Barnstable Town, MA""",1,783,364,546.65,46,56,54,26,32,31,20,24,24,8.31,5.53,1.9,2,2,20301,20029,20982,1,1,1,15114,14199,14782,11924,11052,11484,3169,3126,3274,21,22,23,8,8,8,3.6,4,0.97,0.67,5682,81,5309,82,17,128,1142,1602,1635,1572,68,32
250010102061,"""Barnstable Town, MA""",1,694,307,4709.58,51,62,60,29,36,34,22,26,26,,,2.04,2,2,22673,22701,23970,1,1,1,16355,15366,16086,12803,11811,12333,3540,3543,3741,12,12,13,4,4,4,2,3,0.47,0.07,1883,92,1901,83,41,46,1997,1795,1913,,98,2
250010101004,"""Barnstable Town, MA""",1,433,219,158.56,58,71,68,41,51,48,17,20,20,6.47,8.94,1.6,2,2,16424,16349,17370,1,1,1,12648,11838,12359,10070,9272,9633,2564,2551,2711,14,14,15,5,5,5,8.4,4.2,3.83,1.38,3230,28,3966,82,3,541,600,2521,2903,1161,94,6
250010153003,"""Barnstable Town, MA""",1,829,449,211.61,38,46,44,22,28,26,16,18,18,4.96,10.53,1.5,1,1,13928,13643,14415,3,4,4,11648,10862,11298,9402,8659,8972,2174,2129,2250,72,74,77,25,26,27,8.2,7.5,6.74,2.12,7950,36,20610,78,4,463,552,1383,2163,1061,46,54
250010108002,"""Barnstable Town, MA""",1,285,139,817.87,17,20,20,0,0,0,17,20,20,4.85,0.82,1.72,2,2,11858,12048,13218,1,1,1,12673,11736,12503,10809,9843,10426,1851,1880,2063,12,13,14,4,5,5,3.4,4.2,0.53,0.17,3233,89,3356,82,15,163,1161,0,,,100,0
250010107002,"""Barnstable Town, MA""",1,900,506,4039.98,60,74,71,40,50,47,20,24,24,7.34,0.92,1.93,2,2,19502,19465,20705,1,1,1,15179,14180,14933,12119,11127,11685,3045,3038,3231,15,16,17,5,6,6,2.4,3.5,0.46,0.13,2762,87,3367,83,34,63,2379,2462,2548,731,99,1
250010120011,"""Barnstable Town, MA""",1,1756,813,774.05,51,62,60,32,40,38,19,22,22,7.25,7.62,1.82,2,2,17530,17450,18412,1,1,1,14193,13284,13942,11434,10538,11045,2737,2723,2873,22,22,24,8,8,8,4.3,5,1.49,1.05,6347,90,6667,81,9,189,902,1970,2006,1414,95,5
250010137002,"""Barnstable Town, MA""",1,946,348,331,48,59,57,28,35,33,20,24,24,8.22,8.64,1.93,2,2,18812,18619,19633,1,1,1,15095,14157,14827,12138,11231,11742,2937,2906,3064,20,20,21,7,7,8,3.6,3.7,1.58,1.05,6628,100,6464,83,9,190,1142,1741,2000,,91,9
250010140023,"""Barnstable Town, MA""",1,774,482,709.17,43,52,50,25,31,30,18,21,21,6.07,4.12,1.68,2,2,16820,16653,17775,1,1,1,13182,12291,12900,10539,9673,10106,2626,2599,2774,18,18,20,6,7,7,4.7,3.8,0.89,0.68,5625,57,5299,82,27,86,1354,1549,2255,855,57,43
250010114003,"""Barnstable Town, MA""",1,155,96,1310.14,22,25,25,0,0,0,22,25,25,,,2.04,2,2,21264,21003,22202,0,0,1,16102,15110,15815,12771,11822,12339,3320,3278,3465,10,10,12,4,4,4,2.4,3.4,0.31,0.07,3683,90,3217,83,30,80,1738,0,,,100,0
250010121021,"""Barnstable Town, MA""",1,778,368,595.2,43,52,50,23,28,27,20,23,23,7.83,4.84,1.87,2,2,19165,19010,19952,1,1,1,14767,13866,14479,11758,10882,11347,2992,2967,3114,17,17,19,6,6,7,4.5,4.3,1.4,0.62,5095,88,5478,82,8,188,905,1412,1467,1266,89,11
250010118011,"""Barnstable Town, MA""",1,1379,830,799.69,48,58,56,30,38,36,17,20,20,5.48,5.69,1.67,2,2,15064,14824,15911,1,1,1,12849,11952,12568,10483,9624,10068,2352,2313,2483,14,15,17,5,5,6,7.3,3.9,10.22,1.04,5762,37,4542,82,11,162,800,1887,1905,1703,92,8
250010125024,"""Barnstable Town, MA""",1,1112,340,219.64,45,56,53,27,34,32,19,22,21,8.05,12.46,1.77,2,2,17720,17558,18308,2,2,2,13887,13082,13504,11077,10299,10600,2766,2740,2857,44,44,47,15,15,17,7.2,7,5.33,1.55,7748,49,14418,79,7,251,753,1661,1883,1557,56,44
250010128001,"""Barnstable Town, MA""",1,645,322,415.35,45,54,52,26,33,31,18,21,21,6.04,4.68,1.77,2,2,15743,15659,16664,1,1,1,13579,12648,13344,11095,10176,10714,2458,2444,2601,27,28,29,10,10,10,4,4.6,1.63,0.78,7304,95,6305,81,8,200,890,1628,1662,1288,93,7
250010137004,"""Barnstable Town, MA""",1,1414,517,412.9,45,55,53,27,33,31,19,22,21,7.49,9.38,1.75,2,2,17852,17605,18559,1,1,1,13809,12938,13474,11001,10169,10554,2787,2747,2896,21,22,23,7,8,8,6.5,4,1.68,1.25,6766,63,6613,82,7,233,960,1642,2092,1198,61,39
250010148003,"""Barnstable Town, MA""",1,1233,767,355.07,31,38,36,16,20,19,15,17,17,4.48,9.67,1.43,1,1,12843,12671,13579,2,2,2,10989,10206,10694,8949,8192,8536,2005,1977,2119,35,37,39,12,13,14,7.8,5.7,2.61,2.16,6859,31,9462,80,10,212,771,1013,1789,658,40,60
250010120012,"""Barnstable Town, MA""",1,1556,699,1095.93,44,54,52,25,32,30,19,22,22,7.5,4.78,1.78,2,2,18382,18259,19195,1,1,1,14092,13217,13788,11199,10345,10768,2870,2849,2996,23,23,25,8,8,9,5.5,5.1,1.57,0.64,7011,63,6941,81,13,147,885,1567,1620,1437,77,23
250010127002,"""Barnstable Town, MA""",1,975,492,360.47,52,64,62,33,41,39,19,23,22,7.44,10.15,1.82,2,2,18485,18366,19285,1,1,1,14305,13417,14005,11394,10525,10968,2886,2866,3010,25,26,27,9,9,10,5.4,4.9,2.39,1.36,7210,77,6882,81,8,291,776,2055,2214,1517,84,16
250010102082,"""Barnstable Town, MA""",1,415,163,3420.81,44,53,51,22,28,26,21,25,25,9.58,0.46,2,2,2,21746,21788,23041,0,0,1,15965,15005,15691,12560,11595,12085,3395,3400,3596,10,10,11,4,4,4,3.1,2.9,0.5,0.05,1691,75,2087,84,33,56,2025,1384,1589,,98,2
250010147001,"""Barnstable Town, MA""",1,709,330,303.69,49,60,58,31,38,36,18,21,21,6.73,7.31,1.76,2,2,16303,16188,17130,1,1,1,13609,12719,13363,11041,10169,10665,2545,2526,2673,23,23,25,8,8,9,5.1,5,1.69,1.09,6611,89,7727,81,5,228,861,1902,1913,1868,91,9
250010112001,"""Barnstable Town, MA""",1,1257,580,1188.84,59,72,69,38,48,45,20,24,24,8.19,3.99,1.92,2,2,19518,19227,20330,1,1,1,15140,14176,14864,12072,11154,11668,3047,3001,3173,21,21,24,7,7,8,3.1,3.6,0.81,0.49,3836,96,3386,83,14,139,1035,2378,2428,1431,98,2
250010131001,"""Barnstable Town, MA""",1,1017,446,1206.65,56,68,66,34,43,40,22,26,26,9.29,3.43,2.05,2,2,22063,21769,22907,1,1,1,16344,15380,16038,12887,11971,12449,3445,3397,3575,12,12,14,4,4,5,2.2,3.7,0.56,0.37,5959,96,4311,83,31,74,1827,2110,2190,1500,91,9
250010152001,"""Barnstable Town, MA""",1,1204,595,2115.63,56,69,66,35,44,41,22,25,25,8.87,2.5,2.02,2,2,21667,21389,22462,1,1,1,16045,15101,15738,12652,11753,12221,3383,3338,3505,11,11,12,4,4,4,2.5,4.3,0.82,0.28,4245,99,3571,82,21,54,1544,2162,2261,1258,94,6
250010126023,"""Barnstable Town, MA""",1,1207,479,224.14,47,57,55,28,35,33,19,22,22,7.46,15.93,1.82,2,2,17335,17228,18022,2,2,2,14181,13331,13859,11430,10598,11000,2706,2689,2812,44,44,47,16,16,17,4.4,7.4,18.93,2.14,8973,86,18165,78,10,220,994,1712,1776,1601,66,34
250010148004,"""Barnstable Town, MA""",1,461,218,341.87,49,60,58,30,38,36,19,22,22,7.13,4.55,1.8,2,2,17279,17160,18035,2,2,2,14042,13178,13747,11310,10466,10895,2698,2678,2815,35,35,37,12,12,13,5.1,6.4,2.71,0.64,6485,81,10788,79,7,230,645,1877,2106,1181,83,17
250010105002,"""Barnstable Town, MA""",1,632,249,2866.09,60,73,70,39,49,46,21,24,24,8.79,0.76,1.97,2,2,19616,19366,20608,0,0,0,15418,14420,15151,12346,11389,11924,3063,3022,3216,9,9,10,3,3,4,2.3,3.5,0.36,0.09,2517,99,2626,83,24,84,2492,2426,2426,,100,0
250010145001,"""Barnstable Town, MA""",1,1517,682,1720.02,48,59,56,27,34,32,21,25,25,8.74,3.47,1.98,2,2,20903,20812,21869,1,1,1,15727,14779,15444,12445,11513,12011,3263,3248,3413,19,19,20,7,7,7,2.7,3.8,0.76,0.4,5472,92,4097,82,22,57,1681,1668,1647,1803,89,11
250010147003,"""Barnstable Town, MA""",1,1450,732,617.34,48,58,56,29,36,34,19,22,22,7.36,8.73,1.8,2,2,18364,18244,19230,1,1,1,14177,13283,13880,11287,10413,10854,2867,2847,3001,23,23,25,8,8,9,5.2,4.5,1.53,1.19,6668,61,6281,81,17,129,1203,1774,1967,1333,78,22
250010108003,"""Barnstable Town, MA""",1,635,341,895.07,55,67,64,36,45,43,19,22,22,6.43,2.45,1.79,2,2,16334,16396,17546,1,1,1,13782,12850,13559,11218,10276,10806,2550,2559,2738,14,15,16,5,5,6,4.2,4.2,0.61,0.38,3400,76,3313,82,15,157,912,2240,2240,,100,0
250010110023,"""Barnstable Town, MA""",1,751,429,481.57,49,59,57,31,39,37,18,21,21,5.69,5.07,1.72,2,2,15204,15078,16136,1,1,1,13213,12275,12982,10819,9901,10443,2374,2353,2518,20,20,22,7,7,8,5.1,3.5,0.98,0.89,4238,78,3725,83,8,203,1019,1917,2000,722,98,2
250010127003,"""Barnstable Town, MA""",1,788,362,592.75,56,68,66,35,44,41,21,25,24,8.76,5.35,1.98,2,2,20657,20343,21296,1,1,1,15669,14774,15344,12431,11587,12007,3225,3175,3323,12,12,14,4,4,5,4,4.9,1.25,0.61,6231,91,6117,81,9,167,1131,2161,2366,1149,91,9
250010103061,"""Barnstable Town, MA""",1,920,505,887.29,47,57,55,26,33,31,20,24,24,7.73,4.4,1.92,2,2,19964,19930,21108,1,1,1,15159,14174,14911,12029,11051,11603,3117,3110,3294,13,13,14,5,5,5,3,2.7,0.61,0.57,2966,95,2618,84,16,184,1042,1633,1663,,99,1
250010109003,"""Barnstable Town, MA""",1,1598,575,1560.49,49,60,57,29,36,34,20,24,24,9.5,3.5,1.89,2,2,21108,21088,22115,1,1,1,15186,14306,14870,11876,11001,11403,3295,3291,3451,14,14,15,5,5,5,5,4.2,1.46,0.37,3811,59,3301,82,20,89,1466,1771,1984,1271,87,13
250010110021,"""Barnstable Town, MA""",1,543,234,797.59,55,68,65,35,44,42,20,24,24,8.41,2.47,1.91,2,2,20089,19937,20965,1,1,1,15120,14177,14829,11964,11047,11537,3136,3111,3272,19,19,20,7,7,7,3.6,3.7,0.63,0.29,4518,84,4145,82,15,131,717,2173,2303,1545,89,11
250010111004,"""Barnstable Town, MA""",1,741,323,961.71,56,68,66,34,43,41,22,25,25,9.33,3.13,2.01,2,2,22089,21992,23034,1,1,1,16054,15105,15755,12589,11656,12143,3449,3432,3595,17,17,18,6,6,6,2.6,3.6,0.92,0.34,4433,91,3996,83,25,118,1212,2129,2474,733,91,9
250010115002,"""Barnstable Town, MA""",1,847,438,495.77,46,56,54,26,32,30,20,23,23,7.61,6.72,1.88,2,2,19313,18983,19998,1,1,1,14828,13917,14525,11801,10943,11391,3015,2963,3121,12,12,13,4,4,5,4.5,4.2,1.55,0.88,5669,85,5641,82,9,217,683,1593,1786,597,88,12
250010117002,"""Barnstable Town, MA""",1,444,253,563.86,50,61,59,30,38,36,19,23,23,6.94,3.11,1.86,2,2,17909,17644,18671,1,1,1,14490,13556,14227,11681,10790,11299,2796,2753,2914,13,13,14,4,5,5,4.1,4.3,0.97,0.45,5268,90,5235,82,9,151,1333,1888,2007,,98,2
250010118021,"""Barnstable Town, MA""",1,818,380,433.84,50,61,59,29,37,35,21,25,24,8.56,7.5,1.96,2,2,20271,19942,20977,1,1,1,15503,14575,15204,12326,11451,11917,3165,3112,3274,12,12,14,4,4,5,3.6,3.9,1.51,0.88,6186,98,4838,82,9,155,834,1818,1831,1655,93,7
250010122001,"""Barnstable Town, MA""",1,1359,525,1372.64,54,65,63,32,40,38,22,26,25,9.35,3.58,2.04,2,2,21260,21229,22207,1,1,1,16108,15195,15812,12773,11866,12329,3319,3313,3466,16,16,17,6,6,6,2.4,4.9,0.69,0.38,4917,100,8568,81,22,72,1168,1978,2205,,92,8
250010122004,"""Barnstable Town, MA""",1,620,266,867.88,73,90,86,52,65,62,21,25,25,8.69,2.66,1.99,2,2,20343,20296,21369,1,1,1,15700,14751,15433,12508,11568,12081,3176,3167,3335,16,16,17,6,6,6,2.5,4.1,0.48,0.31,4350,98,5746,82,21,73,1885,3240,3406,,98,2
250010131002,"""Barnstable Town, MA""",1,2067,866,1173.5,45,55,53,24,29,28,22,25,25,9.43,6.96,2.01,2,2,22001,21947,22943,1,1,1,16036,15126,15719,12585,11684,12121,3435,3425,3580,16,16,18,6,6,6,3.4,3.7,1.13,0.74,6073,84,4747,83,19,99,1100,1457,1770,,85,15
250010149001,"""Barnstable Town, MA""",1,565,324,915.82,77,95,91,59,73,69,19,22,22,6.07,2.15,1.82,2,2,16143,16016,17099,1,1,1,13959,13014,13717,11420,10496,11028,2520,2499,2668,19,19,20,7,7,7,3.4,4.6,0.77,0.35,4110,91,6759,81,14,115,1646,3633,4001,1288,94,6
250010153002,"""Barnstable Town, MA""",1,1398,731,276.56,35,43,41,21,26,24,15,17,17,4.5,11.9,1.41,1,1,13166,12872,13637,4,4,4,10990,10228,10641,8853,8135,8425,2055,2009,2128,81,84,87,29,30,31,8.8,7.3,7.12,2.64,8408,17,17094,78,3,417,534,1278,2097,1075,41,59
250010103041,"""Barnstable Town, MA""",1,1143,516,1676.16,51,62,60,30,37,35,21,25,24,8.7,2.68,1.97,2,2,20740,20696,21871,1,1,1,15645,14656,15383,12391,11409,11952,3238,3230,3413,17,17,18,6,6,6,2.2,3.7,0.45,0.31,3048,98,2817,83,28,82,1644,1849,1959,,98,2
250010106004,"""Barnstable Town, MA""",1,315,242,489.93,54,66,63,35,44,42,18,21,21,5.46,2.7,1.76,2,2,16521,16431,17530,1,1,1,13664,12733,13415,11070,10153,10663,2579,2564,2736,15,16,17,5,6,6,4.3,3.9,1.35,0.49,3188,83,4074,82,11,249,1046,2189,2788,,92,8
250010107001,"""Barnstable Town, MA""",1,830,340,1101.78,47,57,55,25,31,30,21,25,25,9.59,2.96,1.99,2,2,21971,21613,22695,0,0,0,15901,14958,15569,12462,11577,12018,3430,3373,3542,9,9,10,3,3,3,3,3.5,0.71,0.31,3803,90,3472,83,19,149,1104,1558,1615,1394,86,14
250010116003,"""Barnstable Town, MA""",1,572,338,610.23,35,42,41,17,21,20,18,20,20,5.6,3.1,1.71,2,2,15092,14898,15872,1,1,1,13079,12163,12845,10702,9817,10346,2356,2325,2477,20,21,22,7,7,8,5.5,3.5,1.48,0.55,4545,83,3856,83,5,321,722,1051,1377,,97,3
250010128003,"""Barnstable Town, MA""",1,1734,756,867.85,53,65,62,32,40,38,21,25,25,8.87,7.73,2.01,2,2,20902,20732,21723,1,1,1,15889,14946,15582,12600,11685,12164,3263,3236,3390,26,26,28,9,9,10,2.7,4.3,1.26,0.87,6381,98,5242,82,19,118,1208,1971,1947,2154,89,11
250010145003,"""Barnstable Town, MA""",1,1726,669,417.22,45,55,53,26,33,31,19,22,22,7.72,12.38,1.81,2,2,18051,17872,18845,1,1,1,14205,13304,13935,11369,10497,10974,2818,2789,2941,18,18,19,6,6,7,4.9,3.8,1.8,1.6,5626,95,3970,82,5,199,795,1631,1705,1451,85,15
250010116002,"""Barnstable Town, MA""",1,619,301,399.9,41,49,48,21,27,25,19,23,22,7.39,5.56,1.83,2,2,18592,18256,19281,0,1,1,14411,13486,14130,11499,10626,11109,2903,2849,3009,10,11,12,4,4,4,4.7,3.6,1.17,0.75,4991,83,4230,83,9,232,846,1322,1446,1125,88,12
250010117001,"""Barnstable Town, MA""",1,790,394,611.86,49,60,58,30,38,36,19,22,22,7.26,4.68,1.81,2,2,17973,17777,18767,1,1,1,14215,13292,13940,11385,10493,10985,2806,2774,2929,24,24,26,9,9,9,4,4.4,0.9,0.64,5844,83,5195,82,13,136,1186,1875,2280,938,82,18
250010118012,"""Barnstable Town, MA""",1,932,466,1462.35,53,64,62,32,40,38,20,24,23,7.49,2.39,1.93,2,2,18480,18237,19398,1,1,1,14981,14010,14718,12084,11151,11677,2885,2846,3027,12,12,14,4,4,5,2.7,4.1,0.88,0.32,4714,97,4516,82,20,81,1301,2004,2054,1188,96,4
250010127004,"""Barnstable Town, MA""",1,1124,538,650.86,44,53,51,24,30,29,20,23,23,7.55,6.24,1.85,2,2,18470,18473,19375,1,1,1,14498,13621,14228,11596,10719,11183,2884,2883,3024,19,19,21,7,7,7,4.5,5.5,1.36,0.83,7237,86,8336,80,9,215,821,1499,2021,,87,13
250010128002,"""Barnstable Town, MA""",1,1498,637,646.13,59,72,69,39,49,46,19,23,22,7.65,7.54,1.85,2,2,17993,17833,18784,2,2,2,14426,13502,14121,11584,10686,11155,2809,2783,2931,33,34,35,12,12,12,4.2,5.2,1.83,0.99,6937,76,9751,81,16,129,1836,2424,2704,1577,81,19
250010146002,"""Barnstable Town, MA""",1,1252,493,1030.28,50,61,59,28,35,33,22,26,25,9.58,4.58,2.02,2,2,22333,22218,23259,1,1,1,16206,15270,15892,12700,11783,12240,3487,3467,3630,20,20,21,7,7,8,2.2,3.7,1.26,0.48,6165,88,4268,83,40,75,1184,1743,1887,1263,78,22
250010147002,"""Barnstable Town, MA""",1,1185,556,630.94,45,55,53,26,32,30,20,23,23,7.43,6.55,1.88,2,2,18093,18011,19012,1,1,1,14665,13725,14423,11818,10892,11432,2825,2811,2967,22,23,24,8,8,9,3.4,4.5,1.2,0.88,6672,97,6011,81,11,113,1410,1588,1607,1398,96,4
250010102083,"""Barnstable Town, MA""",1,410,243,6893.94,45,55,53,26,32,30,20,23,23,5.51,0.19,1.92,2,2,15702,15789,17332,1,1,1,14519,13449,14341,12056,10973,11623,2451,2464,2705,12,12,13,4,4,5,1.5,2.9,0.21,0.04,1721,97,1933,84,58,43,2055,1582,1913,,96,4
250010105001,"""Barnstable Town, MA""",1,1425,698,1183.87,49,59,57,30,37,35,19,22,22,7.04,4.15,1.81,2,2,17475,17348,18498,1,1,1,14129,13167,13863,11383,10441,10956,2728,2707,2887,18,19,20,7,7,7,3.4,3.8,2.2,0.59,3055,85,2994,82,18,142,1461,1831,2285,636,85,15
250010106002,"""Barnstable Town, MA""",1,967,428,558.41,58,71,68,37,46,44,21,25,25,9.02,6.91,1.98,2,2,21166,20840,21902,0,0,1,15719,14782,15412,12405,11520,11983,3304,3252,3418,9,9,11,3,3,4,3.4,3.7,0.88,0.77,3996,96,3501,82,12,128,1038,2299,2454,,96,4
250010108001,"""Barnstable Town, MA""",1,1135,459,1368.13,61,74,71,38,48,45,23,27,26,10.15,3.41,2.09,2,2,23436,23177,24295,0,0,1,16794,15856,16460,13125,12229,12658,3659,3617,3792,10,10,11,4,4,4,2.6,3.9,0.43,0.34,3854,82,3372,82,38,52,1458,2365,2445,,98,3
