blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
250092682004,"""Boston-Cambridge-Newton, MA-NH""",1,2897,1071,1682.2,39,49,55,23,29,33,16,20,22,7.92,5.05,1.86,2,2,18989,18935,19048,3,3,3,14860,14535,13853,11693,11377,10677,2965,2956,2973,203,202,204,133,133,134,4.5,6.2,2.69,0.64,9875,52,15590,80,37,50,1403,1729,2147,1164,61,39
250092683001,"""Boston-Cambridge-Newton, MA-NH""",1,1270,717,111.4,40,50,56,27,34,39,13,16,17,4.74,30.53,1.49,1,1,13380,13219,13228,3,3,3,11663,11338,10755,9339,9033,8441,2089,2064,2064,235,242,250,155,159,164,8.9,6.1,15.12,6.44,10620,21,14750,80,2,580,435,2043,2784,1234,59,41
250092682002,"""Boston-Cambridge-Newton, MA-NH""",1,1207,502,266.82,41,50,57,24,30,34,17,21,23,8.02,15.09,1.92,2,2,19375,19275,19344,1,1,1,15191,14900,14217,12057,11781,11085,3025,3009,3019,109,110,112,72,72,74,7.1,5.6,2.42,1.88,9982,44,12917,80,11,163,1059,1793,1978,1286,73,27
250092682003,"""Boston-Cambridge-Newton, MA-NH""",1,1461,741,414.21,44,55,62,28,35,41,16,20,21,6.65,11.89,1.85,2,2,17641,17590,17714,2,2,2,14514,14155,13465,11641,11289,10577,2754,2746,2764,119,120,123,78,79,81,6.8,5.3,2.4,1.79,9733,45,11887,81,14,120,972,2128,2264,1217,88,12
250092671022,"""Boston-Cambridge-Newton, MA-NH""",1,1820,707,2280.9,45,56,63,26,32,37,19,23,26,9.52,2.95,2.15,2,2,22770,22546,22553,1,1,1,17126,16808,16056,13498,13215,12464,3555,3520,3520,73,72,72,48,48,48,2.3,4.8,0.79,0.31,7900,72,9930,81,69,26,1770,1951,2129,,92,8
250092671023,"""Boston-Cambridge-Newton, MA-NH""",1,1539,493,2524.36,49,61,69,30,37,43,19,23,26,9.85,1.92,2.19,2,2,22235,22180,22308,1,1,1,17294,16980,16228,13737,13433,12661,3471,3463,3481,86,85,86,56,56,56,2.1,4.7,0.4,0.2,8015,92,10484,81,39,26,2058,2238,2302,1663,90,10
250092661005,"""Boston-Cambridge-Newton, MA-NH""",1,878,398,138.8,33,41,46,18,22,26,15,18,20,6.53,18.74,1.72,2,2,16868,16637,16606,2,2,2,13533,13189,12526,10782,10468,9805,2634,2597,2591,118,123,129,78,81,85,7.9,4.5,5.88,2.87,10777,34,10305,81,8,258,654,1347,1625,1158,40,60
250092104002,"""Boston-Cambridge-Newton, MA-NH""",1,803,296,245.21,33,41,46,17,22,25,16,19,21,6.67,8.05,1.84,2,2,15551,15585,15749,3,3,3,14180,13851,13183,11522,11182,10482,2428,2433,2458,230,237,244,151,156,160,5.8,8.4,5.62,1.21,28525,66,40746,76,12,120,1072,1313,1993,,66,34
250092172021,"""Boston-Cambridge-Newton, MA-NH""",1,994,367,120.51,45,56,63,28,35,40,17,21,23,7.26,22.11,1.96,2,2,16926,16851,16914,6,6,6,15400,15079,14376,12270,11966,11255,2642,2631,2640,487,482,481,320,317,316,6.4,8,4.72,3.05,25834,66,35578,77,8,228,907,2102,2446,943,77,23
250092176002,"""Boston-Cambridge-Newton, MA-NH""",1,617,253,770.45,60,74,84,42,53,61,18,21,23,,,2,2,2,19622,19679,19888,3,3,3,15848,15475,14745,12531,12154,11394,3063,3072,3104,253,248,248,166,163,163,3.2,6.1,1.19,0.33,9579,71,12745,80,35,42,1239,3169,3563,,89,11
250092056004,"""Boston-Cambridge-Newton, MA-NH""",1,892,276,59.75,40,50,57,23,29,33,17,21,23,7.71,35.6,2.01,2,2,17091,17165,17356,3,3,3,15562,15269,14579,12638,12331,11606,2668,2680,2709,256,259,264,168,170,174,6.2,8.3,4.52,4.62,32865,88,36010,76,5,319,718,1752,1809,1432,85,15
250092057002,"""Boston-Cambridge-Newton, MA-NH""",1,1098,408,56.7,44,54,61,27,34,39,16,20,22,6.68,48.09,1.91,2,2,15697,15656,15754,5,5,5,14809,14497,13819,11985,11672,10971,2451,2444,2459,373,381,390,246,251,256,7.4,8.6,6.07,7.2,37153,74,40406,76,4,429,573,2065,2214,1359,83,17
250092606001,"""Boston-Cambridge-Newton, MA-NH""",1,974,450,262.42,40,49,56,24,29,34,16,20,22,6.9,11.83,1.86,2,2,17483,17333,17351,2,3,3,14570,14299,13641,11647,11396,10730,2730,2706,2708,194,197,203,128,130,133,7.2,6.9,3.1,1.71,18354,44,16874,79,10,124,1154,1776,1803,1755,46,54
250092608001,"""Boston-Cambridge-Newton, MA-NH""",1,2351,813,125.81,33,41,46,19,24,28,14,17,18,5.41,34.97,1.53,1,1,13347,13143,13102,8,8,8,12312,12012,11427,9587,9307,8716,2084,2052,2045,641,653,666,421,429,438,8.8,8,8.95,6.46,22572,16,21849,77,6,341,680,1445,1870,1247,39,61
250092609003,"""Boston-Cambridge-Newton, MA-NH""",1,1081,345,67.73,31,38,43,16,20,23,15,18,20,6.14,31.3,1.71,2,2,15553,15321,15253,5,5,5,13562,13327,12719,10714,10511,9907,2428,2392,2380,420,424,431,276,279,283,8.8,7.8,8.75,5.09,20732,21,21840,77,3,378,516,1194,1503,1052,32,68
250092611023,"""Boston-Cambridge-Newton, MA-NH""",1,2468,1088,666.77,34,42,48,19,24,28,15,18,20,6.62,10.81,1.69,2,2,16534,16426,16479,4,4,4,13495,13199,12578,10581,10301,9666,2581,2564,2572,333,334,340,219,220,223,6.9,7.2,3.64,1.63,17425,31,19471,78,29,91,1142,1456,1829,1227,42,58
250092621003,"""Boston-Cambridge-Newton, MA-NH""",1,3280,1031,3642.85,52,64,73,32,40,45,20,25,27,10.83,3.07,2.28,2,2,24199,24248,24463,1,1,1,18153,17834,17059,14286,13961,13154,3778,3786,3818,89,87,87,58,57,57,1.4,4,0.59,0.28,8325,92,8070,82,71,26,1848,2383,2480,1107,93,7
250092651021,"""Boston-Cambridge-Newton, MA-NH""",1,1385,519,1399.64,50,62,70,30,37,43,20,25,27,10.32,3.83,2.29,2,2,24239,24240,24425,1,1,1,18200,17888,17119,14344,14034,13237,3784,3784,3812,72,70,70,47,46,46,1.6,3.5,0.66,0.37,9205,90,10553,83,67,35,1990,2238,2366,,95,5
250092651022,"""Boston-Cambridge-Newton, MA-NH""",1,3557,1267,2632.71,54,67,76,34,43,49,19,24,26,10.22,4.92,2.19,2,2,23558,23481,23595,1,1,1,17483,17191,16449,13742,13463,12704,3678,3666,3682,63,62,63,41,41,41,2.5,3.5,1.19,0.48,8958,79,10847,83,45,50,1507,2586,2706,2076,81,19
250092661001,"""Boston-Cambridge-Newton, MA-NH""",1,861,382,462.34,46,57,64,28,35,40,18,22,24,8.03,6.63,2.08,2,2,19797,19506,19457,1,1,1,16216,15853,15103,13059,12742,11999,3091,3045,3036,66,66,68,43,43,44,3.4,4.3,1.47,0.83,8595,95,8275,82,12,132,1097,2111,2253,,94,6
250092661002,"""Boston-Cambridge-Newton, MA-NH""",1,745,293,1105.63,50,62,70,33,41,47,17,21,23,8.44,2.24,1.97,2,2,19963,19684,19651,1,1,1,15555,15193,14467,12369,12051,11328,3117,3073,3067,69,69,72,45,45,47,3.7,4.5,0.61,0.27,8593,61,9124,82,38,38,2103,2455,2827,1292,78,22
250092661003,"""Boston-Cambridge-Newton, MA-NH""",1,927,286,1132.36,53,65,74,33,41,47,20,24,27,10.53,2.66,2.24,2,2,23434,23569,23845,1,1,1,17785,17487,16734,14043,13725,12930,3658,3680,3721,83,83,83,55,54,54,2.3,4.4,0.3,0.25,9248,85,8738,82,44,52,1515,2482,2629,,95,5
250092663001,"""Boston-Cambridge-Newton, MA-NH""",1,519,243,412.74,50,62,71,34,42,49,16,20,22,7.1,4.18,1.9,2,2,18073,17991,18091,1,1,1,14867,14510,13810,11943,11598,10881,2822,2809,2823,102,104,106,67,68,70,6.7,4.4,1.57,0.59,9845,56,10942,82,8,157,1010,2546,2750,,93,7
250092664001,"""Boston-Cambridge-Newton, MA-NH""",1,1218,427,806.32,49,61,69,30,37,43,19,24,26,9.78,5.18,2.19,2,2,22473,22395,22499,1,1,1,17371,17044,16277,13762,13448,12665,3509,3496,3511,101,100,100,66,66,66,3.6,3.6,1.82,0.53,9178,67,9219,83,34,49,1316,2244,2358,1361,89,11
250092691003,"""Boston-Cambridge-Newton, MA-NH""",1,1096,413,2324.82,53,65,74,33,42,48,19,23,26,9.33,1.66,2.17,2,2,21895,21834,21973,2,2,2,17235,16843,16057,13638,13260,12456,3418,3409,3429,178,174,172,117,114,113,1.6,4.4,0.36,0.18,6844,93,8547,82,60,22,2128,2516,2699,,93,7
250092053001,"""Boston-Cambridge-Newton, MA-NH""",1,1564,533,273.08,46,57,64,27,34,39,19,23,25,7.98,15.57,2.19,2,2,18285,18310,18457,4,4,4,16872,16590,15855,13726,13439,12681,2855,2859,2880,292,292,293,192,192,193,4.3,8.3,2.79,1.95,31567,96,32127,76,9,239,795,2046,2217,,93,7
250092082001,"""Boston-Cambridge-Newton, MA-NH""",1,1377,423,196.02,46,57,64,28,35,40,18,22,24,7.86,16.95,2.05,2,2,17540,17502,17598,5,5,5,16005,15736,15040,12887,12624,11912,2738,2733,2746,379,380,382,249,250,251,7.4,8.5,3.7,2.16,34863,65,39590,76,3,389,590,2113,2113,,100,0
250092082004,"""Boston-Cambridge-Newton, MA-NH""",1,1519,502,230.71,47,58,66,30,38,44,16,20,22,6.88,14.98,1.9,2,2,15524,15469,15553,6,6,6,14819,14508,13833,11920,11608,10913,2424,2415,2427,476,485,493,313,319,324,6.8,8.8,5.31,2.18,38473,77,44973,75,4,353,542,2281,2501,1007,87,13
250092083003,"""Boston-Cambridge-Newton, MA-NH""",1,1858,519,192.56,48,59,67,29,36,42,19,23,25,8.57,23.1,2.2,2,2,18547,18524,18631,4,4,4,16995,16742,16018,13804,13557,12816,2896,2892,2908,295,293,294,194,193,193,5.7,8.3,2.82,2.7,30803,92,37252,76,5,309,594,2182,2182,,100,0
250092084002,"""Boston-Cambridge-Newton, MA-NH""",1,1671,672,1395.86,38,46,52,20,25,29,17,21,23,7.18,3.46,2,2,2,17637,17746,17983,3,3,4,15572,15221,14507,12544,12177,11424,2754,2771,2806,274,274,276,180,180,181,3.5,7.9,0.97,0.48,27319,59,37153,77,54,43,2198,1526,1625,,94,6
250092091001,"""Boston-Cambridge-Newton, MA-NH""",1,1608,550,454.03,62,77,88,44,55,63,19,23,25,8.72,10.57,2.16,2,2,19437,19247,19250,2,2,2,16741,16449,15719,13552,13290,12559,3035,3005,3004,155,154,156,102,101,102,3.1,7.3,1.47,1.21,20780,100,29740,78,15,96,1057,3292,3423,,96,4
250092102001,"""Boston-Cambridge-Newton, MA-NH""",1,1225,462,501.61,37,46,52,21,26,30,16,20,22,6.92,6.37,1.9,2,2,16946,16737,16727,2,2,2,14760,14435,13753,11945,11651,10966,2646,2613,2610,169,171,176,111,113,116,5.4,7.3,2.35,0.92,20563,68,28906,78,12,138,833,1588,1770,615,84,16
250092102003,"""Boston-Cambridge-Newton, MA-NH""",1,1990,715,429.76,50,62,70,31,39,44,19,23,25,8.81,14.66,2.19,2,2,20290,20093,20091,2,2,2,17036,16746,16010,13723,13465,12730,3168,3137,3135,145,144,145,96,95,96,3.1,6.8,1.84,1.66,19312,98,25741,79,15,135,1343,2322,2322,,100,0
250092107004,"""Boston-Cambridge-Newton, MA-NH""",1,751,241,47.22,37,46,52,21,26,30,16,20,22,7.1,36.25,1.9,2,2,15946,15910,16005,4,4,4,14748,14470,13807,11945,11665,10980,2490,2484,2498,314,321,329,206,211,216,7.5,8.8,6.5,5.1,33311,72,37433,75,2,433,419,1591,1613,1535,72,28
250092108003,"""Boston-Cambridge-Newton, MA-NH""",1,2315,1297,88.53,30,37,41,17,22,25,12,15,16,4.24,62.15,1.43,1,1,11789,11721,11790,4,4,4,11088,10782,10228,8967,8654,8073,1841,1830,1840,280,298,315,184,196,207,9.1,8.5,22.7,14.65,31117,14,38288,76,5,369,680,1310,2165,848,38,62
250092111003,"""Boston-Cambridge-Newton, MA-NH""",1,1167,477,130.59,33,41,46,19,24,27,14,17,19,5.84,21.34,1.64,2,2,14286,14362,14559,2,3,3,12724,12413,11807,10302,9970,9326,2230,2242,2272,192,201,209,126,132,138,7.8,8.2,4.87,3.65,28191,39,35606,76,9,133,1303,1431,2636,,55,45
250092112003,"""Boston-Cambridge-Newton, MA-NH""",1,1793,824,240.56,40,49,56,25,31,35,15,19,20,6.37,21.81,1.77,2,2,16021,15984,16088,2,2,2,13764,13464,12822,11081,10781,10118,2501,2495,2511,182,187,193,119,123,127,7.5,7.8,4.69,3.43,21777,43,39027,77,9,173,870,1846,2309,1178,59,41
250092114011,"""Boston-Cambridge-Newton, MA-NH""",1,4328,1638,1934.4,48,59,67,33,41,47,15,19,20,7.12,6.03,1.75,2,2,17269,17004,16945,1,2,2,13807,13515,12876,10994,10742,10109,2696,2655,2644,116,119,123,77,78,81,7,7.3,11.98,0.85,16369,36,29456,78,17,88,1000,2450,2753,2073,58,42
250092114021,"""Boston-Cambridge-Newton, MA-NH""",1,1189,450,900.67,55,69,78,37,46,53,19,23,25,8.78,4.39,2.17,2,2,20453,20254,20259,1,1,1,16899,16594,15852,13594,13322,12579,3193,3162,3162,112,110,112,73,72,73,2.6,6.4,2.11,0.5,13755,93,21235,79,24,69,1556,2750,2865,,96,4
250092114024,"""Boston-Cambridge-Newton, MA-NH""",1,1007,335,375.9,50,63,71,30,38,44,20,25,27,9.47,8.44,2.31,2,2,21481,21295,21288,2,2,2,17979,17796,17076,14490,14341,13623,3354,3325,3322,135,131,131,89,86,86,3,7.4,1.24,0.89,18851,90,33271,78,21,104,1106,2293,2400,,96,4
250092141004,"""Boston-Cambridge-Newton, MA-NH""",1,684,219,2150.78,69,85,97,50,63,72,19,23,25,9.08,0.92,2.14,2,2,20461,20312,20379,1,1,1,16729,16367,15607,13423,13085,12314,3194,3171,3180,112,111,112,74,73,74,2.1,5.8,0.23,0.1,11269,79,16488,80,65,17,2380,3776,3776,,100,0
250092151012,"""Boston-Cambridge-Newton, MA-NH""",1,1936,571,2965.84,58,72,82,41,51,59,17,21,23,9.2,1.77,1.93,2,2,20145,19862,19819,2,2,2,15378,15030,14320,12092,11788,11084,3145,3101,3093,142,141,143,93,93,94,3.6,4.9,1.02,0.19,8969,57,11365,81,49,29,1465,3081,4001,1265,70,30
250092151024,"""Boston-Cambridge-Newton, MA-NH""",1,631,275,80.72,37,46,52,22,28,32,15,18,20,5.84,19.88,1.73,2,2,14924,14810,14855,3,3,3,13397,13034,12371,10850,10501,9827,2330,2312,2318,217,221,226,143,145,148,7,5.6,5.46,3.41,10507,69,13977,80,4,312,516,1679,2580,,66,34
250092171001,"""Boston-Cambridge-Newton, MA-NH""",1,2861,1294,1211.53,40,49,55,24,30,35,15,19,21,6.63,7.08,1.76,2,2,16643,16589,16683,4,4,4,13989,13649,12985,11061,10727,10045,2598,2590,2604,329,332,337,217,218,221,6.1,7.5,5.75,1.07,16917,47,27830,78,20,71,1135,1818,2188,1423,53,47
250092171003,"""Boston-Cambridge-Newton, MA-NH""",1,1677,703,490.5,42,52,59,28,35,40,14,17,19,5.32,7.63,1.62,2,2,13802,13758,13861,5,5,5,12697,12336,11707,10147,9784,9130,2155,2148,2163,396,404,414,260,266,272,6.9,8.1,4.23,1.43,19046,43,31494,77,14,158,892,2120,2795,1370,56,44
250092068002,"""Boston-Cambridge-Newton, MA-NH""",1,1785,904,61.05,23,29,32,12,15,18,11,13,15,2.95,43.73,1.19,1,1,9555,9378,9348,12,13,14,9904,9641,9176,7446,7152,6644,1492,1464,1459,966,1025,1073,635,674,706,9.5,8.8,32.77,14.81,42133,1,43711,75,3,514,424,933,1967,766,22,78
250092021011,"""Boston-Cambridge-Newton, MA-NH""",1,712,255,255.9,52,64,73,34,43,49,17,21,23,7.03,7.01,1.99,2,2,16233,16238,16373,8,8,8,15641,15273,14547,12473,12112,11368,2534,2535,2555,634,627,624,417,412,410,3.2,8.7,2.79,1,27388,92,27212,75,18,148,928,2587,2703,1519,90,10
250092031002,"""Boston-Cambridge-Newton, MA-NH""",1,860,315,120.1,43,54,61,28,35,40,15,19,21,,,1.79,2,2,15169,15119,15214,4,4,4,13960,13621,12959,11263,10925,10239,2368,2360,2374,328,336,345,216,221,227,6.2,8.6,3.36,2.62,22134,69,22842,75,8,202,797,2111,2830,,76,24
250092031006,"""Boston-Cambridge-Newton, MA-NH""",1,978,340,100.56,52,65,74,35,44,51,17,21,23,7.4,25.02,1.98,2,2,16885,16812,16875,5,5,5,15455,15175,14484,12425,12154,11450,2636,2625,2633,393,396,401,258,261,264,6.4,8.7,3.97,3.38,24447,67,24994,75,8,205,782,2645,3406,,78,22
250092032001,"""Boston-Cambridge-Newton, MA-NH""",1,1098,356,363.45,70,87,99,53,66,76,17,21,23,7.8,7.64,2.02,2,2,17240,17209,17329,3,3,3,15558,15202,14477,12658,12306,11560,2692,2687,2704,208,209,212,137,138,140,3.9,7.9,1.76,0.98,15237,98,17261,77,8,140,1461,4001,4001,,100,0
250092033023,"""Boston-Cambridge-Newton, MA-NH""",1,1010,495,52.01,42,52,59,29,36,41,13,16,18,5.12,48.77,1.53,1,1,13500,13337,13340,4,4,4,12003,11682,11090,9620,9310,8704,2108,2082,2082,276,290,304,181,191,200,8.6,8.2,11.02,9.52,18983,33,20325,77,3,690,782,2147,2594,1750,49,51
250092041012,"""Boston-Cambridge-Newton, MA-NH""",1,1731,414,100.58,33,41,46,20,25,29,13,16,18,5.12,21.07,1.53,1,1,12762,12694,12767,5,5,5,11939,11628,11044,9592,9272,8660,1992,1982,1992,355,374,392,234,246,258,8.3,8.9,8.25,4.12,29675,30,33101,74,6,255,638,1499,2164,1072,43,57
250092043002,"""Boston-Cambridge-Newton, MA-NH""",1,2007,557,19.7,34,42,47,21,26,30,12,15,17,4.7,132.91,1.38,1,1,11732,11548,11503,10,10,10,11233,10987,10467,8649,8402,7862,1832,1803,1795,753,782,810,495,514,532,9.5,8.7,25.45,28.27,30376,8,35217,75,2,812,351,1592,2629,1469,14,86
250092045001,"""Boston-Cambridge-Newton, MA-NH""",1,1512,551,116.97,42,52,58,26,33,37,16,19,21,6.39,30.1,1.79,2,2,14829,14696,14712,8,8,8,14197,13862,13195,11239,10922,10249,2315,2294,2296,642,646,650,422,424,428,8,8.5,8.33,4.71,29443,51,34383,76,3,246,850,1959,2068,1684,75,25
250092059001,"""Boston-Cambridge-Newton, MA-NH""",1,1830,521,57.73,41,51,57,25,32,36,16,19,21,6.64,59.92,1.76,2,2,14635,14537,14578,8,8,9,14008,13726,13091,11075,10799,10147,2285,2269,2275,649,658,670,427,433,440,8.6,8.6,11.64,9.03,39914,34,42676,75,4,410,687,1910,2213,1420,62,38
250092063002,"""Boston-Cambridge-Newton, MA-NH""",1,1357,402,33.07,35,44,49,21,27,31,14,17,19,5.57,67.7,1.59,2,2,12566,12434,12439,10,11,11,12728,12440,11852,9951,9662,9052,1962,1941,1941,815,837,859,536,550,565,8.8,8.7,9.92,12.16,41570,32,40551,75,4,658,481,1598,1929,1431,34,66
250092201011,"""Boston-Cambridge-Newton, MA-NH""",1,729,366,649.05,50,62,70,33,42,48,17,20,22,6.79,3.83,1.99,2,2,18116,18168,18404,1,1,1,14911,14508,13770,12473,12062,11292,2386,2393,2423,52,53,55,34,35,36,3.5,3.6,0.98,0.56,4749,90,4725,83,14,119,1777,2501,2825,,94,6
250092201014,"""Boston-Cambridge-Newton, MA-NH""",1,1432,660,162.74,41,51,57,25,31,35,16,20,22,7.29,29.57,1.85,2,2,18396,18112,18035,3,3,3,14691,14337,13635,11606,11295,10605,2872,2828,2815,213,214,216,140,141,142,7.6,3.8,5.22,4.06,6909,51,5945,82,5,381,674,1856,2101,1491,67,33
250092221003,"""Boston-Cambridge-Newton, MA-NH""",1,1094,407,3286.68,52,64,73,34,42,48,18,22,24,9.62,1.19,2.01,2,2,22512,22592,22851,1,1,1,16218,15888,15177,12622,12279,11528,3515,3527,3566,82,82,83,54,54,54,1.9,4.7,0.49,0.12,7096,63,8734,81,143,12,2383,2538,3129,1106,74,26
250092233002,"""Boston-Cambridge-Newton, MA-NH""",1,2678,1103,4426.87,46,57,64,27,33,38,19,24,26,9.69,2.41,2.16,2,2,23477,23427,23561,2,2,2,17381,17059,16304,13561,13251,12478,3665,3658,3677,155,150,149,102,99,98,2.4,3.7,1.4,0.25,8178,66,10246,82,84,20,1839,2005,2175,1288,82,18
250092502001,"""Boston-Cambridge-Newton, MA-NH""",1,2414,777,235.18,37,46,52,23,28,33,14,18,19,6.05,19.99,1.67,2,2,14119,13945,13941,4,4,4,12961,12663,12050,10453,10171,9548,2204,2177,2176,304,315,326,200,207,215,8.5,7.9,8.49,3.3,31996,33,38145,77,3,475,451,1703,2109,1205,56,44
250092506001,"""Boston-Cambridge-Newton, MA-NH""",1,1957,585,41.01,32,39,44,18,23,26,14,17,18,6.16,87.89,1.55,2,1,14150,13889,13805,6,6,7,12412,12184,11622,9730,9522,8956,2209,2168,2154,473,493,512,311,324,337,9.4,8.2,12.07,14.27,32539,6,38823,76,2,484,406,1359,1518,1305,29,71
250092506003,"""Boston-Cambridge-Newton, MA-NH""",1,1413,424,28.65,33,40,46,19,23,27,14,17,19,5.53,81.85,1.58,2,2,13841,13595,13523,6,6,6,12530,12292,11721,9923,9704,9127,2161,2123,2110,447,465,484,294,306,318,9.2,8.3,15.85,14.8,33989,14,40674,76,2,648,436,1408,1440,1397,31,69
250092508005,"""Boston-Cambridge-Newton, MA-NH""",1,1500,481,54.78,30,37,42,16,19,22,15,18,20,6.67,58.56,1.68,2,2,16090,15731,15586,2,2,2,13220,12997,12406,10537,10364,9790,2512,2456,2432,171,176,184,112,116,121,8.9,8,10.77,8.78,29749,24,36250,77,3,386,466,1170,1432,1026,36,64
250092511002,"""Boston-Cambridge-Newton, MA-NH""",1,768,312,19.69,25,31,34,13,17,19,11,14,15,3.65,57.77,1.32,1,1,10548,10331,10285,5,5,6,10337,10058,9548,8298,8021,7492,1647,1613,1605,393,424,451,258,279,297,9.1,8.4,17.35,15.85,35545,26,42723,76,2,748,410,1009,1833,844,17,83
250092517004,"""Boston-Cambridge-Newton, MA-NH""",1,1092,230,72.62,31,39,43,15,19,22,16,19,21,6.6,20.89,1.78,2,2,14799,14567,14489,9,10,10,14202,13973,13341,11148,10950,10322,2310,2274,2261,744,749,758,489,493,498,8.7,8.2,6.34,3.17,29008,12,42321,76,8,203,822,1166,1050,1181,24,76
250092518003,"""Boston-Cambridge-Newton, MA-NH""",1,3161,1094,184.54,37,46,52,21,27,31,16,19,21,6.74,39.95,1.83,2,2,15799,15576,15529,4,4,4,14268,13980,13322,11494,11232,10573,2467,2432,2423,307,316,325,202,208,214,7.9,7.6,7.28,5.93,26302,47,38211,78,5,278,681,1599,1771,1398,54,46
250092521023,"""Boston-Cambridge-Newton, MA-NH""",1,1512,565,943.61,45,56,63,28,35,40,17,21,23,7.95,4.76,2.02,2,2,18734,18639,18717,2,2,2,15751,15400,14670,12689,12351,11608,2925,2910,2921,138,138,141,90,91,93,5.3,4.9,1.98,0.6,14535,66,25054,81,13,104,933,2100,2349,,90,10
250092523002,"""Boston-Cambridge-Newton, MA-NH""",1,1362,438,100.45,31,39,43,18,22,25,14,17,18,6.22,27.11,1.56,2,2,14443,14244,14211,3,4,4,12321,12063,11484,9802,9562,8975,2255,2224,2218,264,278,291,174,182,191,9.1,7.6,9.95,4.36,29341,8,33701,78,5,255,739,1318,1844,1270,17,83
250092523006,"""Boston-Cambridge-Newton, MA-NH""",1,1239,430,589.6,37,45,51,20,25,28,17,21,23,7.94,5.79,1.96,2,2,18287,18193,18258,3,3,3,15343,15060,14375,12281,12013,11317,2855,2840,2849,208,207,208,136,136,137,7.7,6.2,2.47,0.73,19710,33,25917,79,10,102,1177,1483,1683,,89,11
250092525013,"""Boston-Cambridge-Newton, MA-NH""",1,859,253,100.98,44,54,61,26,33,38,17,21,23,7.56,18.95,2.04,2,2,16714,16571,16591,4,4,4,15702,15426,14729,12781,12526,11822,2609,2587,2589,311,314,318,205,206,209,6.8,7.9,5.37,2.51,30799,74,34741,77,4,323,529,1986,2192,1246,78,22
250092526024,"""Boston-Cambridge-Newton, MA-NH""",1,1824,609,1585.49,53,66,75,33,41,47,20,25,28,10.38,3.99,2.34,2,2,23276,23074,23084,1,1,1,18415,18130,17354,14681,14430,13654,3634,3602,3602,101,98,98,66,64,64,1.5,4.9,0.77,0.38,13535,96,16019,81,59,31,1797,2479,2479,,100,0
250092526031,"""Boston-Cambridge-Newton, MA-NH""",1,2897,1093,968.41,44,55,62,26,33,38,18,22,24,8.07,9.11,2.07,2,2,18989,18881,18945,3,3,3,16191,15864,15131,13011,12701,11958,2965,2948,2956,215,215,216,142,142,142,3.8,6.2,6.03,1.13,17673,70,21972,79,28,92,1284,1973,2113,1229,84,16
250092531001,"""Boston-Cambridge-Newton, MA-NH""",1,862,367,109.18,38,47,53,23,29,33,14,18,19,6.56,22.06,1.65,2,2,16131,16091,16198,2,2,2,12986,12740,12159,10350,10106,9503,2518,2512,2528,118,123,128,78,81,84,8.3,7.2,4.98,3.36,20834,31,29227,78,5,295,650,1746,2482,1201,45,55
250092531002,"""Boston-Cambridge-Newton, MA-NH""",1,1541,605,132.86,37,46,52,23,28,32,14,18,19,5.72,26.06,1.66,2,2,13771,13583,13557,6,6,6,13056,12773,12171,10449,10192,9586,2150,2121,2116,457,461,469,300,303,309,8.1,8.3,4.86,4.55,27742,46,39598,76,3,382,560,1701,1914,1455,54,46
250092532022,"""Boston-Cambridge-Newton, MA-NH""",1,2767,773,289.49,44,54,61,30,38,44,13,16,18,6.12,16.33,1.53,1,1,14351,14138,14106,2,3,3,12019,11710,11118,9586,9300,8704,2241,2207,2201,193,203,213,127,133,140,8.4,6.9,6.74,2.67,18179,17,26743,79,10,157,918,2289,3303,2028,25,75
250092532033,"""Boston-Cambridge-Newton, MA-NH""",1,1624,594,1926.44,64,79,90,47,59,68,17,20,22,7.34,2.26,1.91,2,2,18004,17977,18127,2,2,2,14966,14602,13898,12015,11654,10925,2811,2807,2829,140,142,145,92,93,95,3.7,6,0.43,0.31,12895,59,17571,80,43,40,2083,3569,4001,2268,78,22
250092532041,"""Boston-Cambridge-Newton, MA-NH""",1,1227,406,1756.62,54,68,77,36,46,52,18,22,24,8.85,2.05,2.06,2,2,20566,20369,20390,1,1,1,16268,15929,15191,12947,12640,11899,3211,3180,3182,110,109,110,72,72,72,4.8,4.7,0.58,0.23,11840,41,16351,81,53,19,1746,2746,2815,,98,2
